1	45
1	57
1	61
1	65
1	68
1	71
1	75
1	76
1	80
1	86
1	88
1	97
2	21
2	33
2	34
2	40
2	47
2	53
2	54
2	72
2	79
2	83
2	91
2	92
3	25
3	35
3	36
3	59
3	61
3	68
3	73
3	76
3	80
3	86
3	92
3	99
4	17
4	19
4	81
4	83
4	85
4	87
4	88
4	92
4	93
4	96
4	98
4	99
5	13
5	44
5	52
5	73
5	74
5	76
5	81
5	85
5	86
5	90
5	98
5	99
6	16
6	37
6	56
6	67
6	68
6	69
6	71
6	82
6	85
6	92
6	96
6	99
7	29
7	60
7	61
7	66
7	72
7	81
7	92
7	93
7	95
7	97
7	98
7	99
8	9
8	21
8	27
8	37
8	56
8	60
8	70
8	72
8	77
8	82
8	85
8	94
9	18
9	62
9	73
9	84
9	88
9	90
9	93
9	96
9	97
9	98
9	99
10	42
10	56
10	64
10	66
10	75
10	76
10	80
10	81
10	86
10	87
10	88
10	99
11	12
11	32
11	58
11	62
11	76
11	81
11	87
11	90
11	91
11	92
11	97
11	98
12	15
12	18
12	26
12	27
12	29
12	43
12	46
12	50
12	55
12	78
12	91
13	20
13	52
13	62
13	66
13	70
13	77
13	79
13	82
13	85
13	94
13	99
14	18
14	36
14	48
14	49
14	71
14	77
14	79
14	81
14	83
14	92
14	96
14	98
14	99
15	16
15	27
15	32
15	40
15	41
15	50
15	51
15	52
15	55
15	63
15	74
15	100
16	18
16	22
16	29
16	46
16	50
16	51
16	64
16	72
16	78
16	92
16	98
17	40
17	45
17	57
17	59
17	63
17	65
17	71
17	75
17	76
17	80
17	86
17	99
18	41
18	46
18	50
18	51
18	64
18	77
18	78
18	93
18	100
19	20
19	30
19	34
19	40
19	48
19	53
19	69
19	73
19	79
19	83
19	94
19	95
20	56
20	62
20	66
20	67
20	70
20	71
20	77
20	82
20	85
20	93
20	94
21	60
21	62
21	66
21	67
21	70
21	77
21	81
21	82
21	85
21	89
21	95
22	27
22	28
22	41
22	50
22	51
22	55
22	64
22	72
22	78
22	87
22	91
22	100
23	26
23	29
23	31
23	41
23	43
23	50
23	55
23	64
23	72
23	78
23	89
23	99
23	100
24	28
24	57
24	59
24	63
24	65
24	68
24	75
24	80
24	83
24	86
24	88
24	89
24	100
25	42
25	46
25	56
25	61
25	62
25	66
25	67
25	70
25	77
25	82
25	85
25	91
26	37
26	46
26	47
26	48
26	49
26	54
26	63
26	69
26	79
26	83
26	94
27	32
27	33
27	55
27	61
27	71
27	80
27	86
27	90
27	100
28	29
28	32
28	46
28	72
28	74
28	87
28	90
28	93
28	97
28	98
28	99
29	30
29	38
29	43
29	50
29	64
29	78
29	88
29	100
30	37
30	44
30	49
30	60
30	64
30	69
30	73
30	82
30	83
30	92
30	96
31	45
31	47
31	51
31	55
31	61
31	64
31	73
31	78
31	79
31	83
31	87
31	94
31	95
32	39
32	46
32	84
32	85
32	87
32	88
32	90
32	93
32	96
32	97
33	35
33	53
33	56
33	59
33	60
33	69
33	77
33	82
33	85
33	90
33	96
33	99
34	40
34	48
34	49
34	53
34	54
34	65
34	73
34	79
34	83
34	88
34	92
34	95
35	57
35	59
35	63
35	67
35	71
35	75
35	76
35	79
35	80
35	86
35	91
35	100
36	51
36	61
36	63
36	67
36	68
36	71
36	75
36	76
36	80
36	81
36	86
36	97
36	100
37	40
37	47
37	48
37	53
37	54
37	55
37	79
37	83
37	91
37	95
37	100
38	43
38	50
38	51
38	57
38	60
38	64
38	67
38	70
38	78
38	81
38	82
38	85
38	95
38	96
39	53
39	57
39	69
39	70
39	75
39	78
39	84
39	87
39	88
39	90
39	95
39	97
39	98
39	99
40	47
40	48
40	49
40	59
40	79
40	81
40	83
40	91
40	94
41	43
41	50
41	52
41	55
41	58
41	64
41	72
41	78
41	84
41	89
41	100
42	43
42	52
42	60
42	62
42	66
42	67
42	70
42	77
42	82
42	85
42	94
42	96
42	100
43	46
43	51
43	52
43	54
43	55
43	59
43	64
43	77
43	78
43	93
43	100
44	57
44	59
44	69
44	72
44	74
44	79
44	80
44	82
44	87
44	89
44	90
44	93
44	96
44	97
44	99
45	47
45	58
45	73
45	74
45	82
45	84
45	87
45	92
45	93
45	95
45	96
45	97
45	98
45	99
46	51
46	53
46	74
46	78
46	79
46	83
46	88
46	91
46	95
47	48
47	49
47	53
47	54
47	61
47	65
47	73
47	74
47	79
47	83
47	94
47	99
48	54
48	66
48	79
48	83
48	90
48	91
48	93
48	94
48	95
48	96
48	97
49	51
49	52
49	53
49	54
49	67
49	79
49	83
49	86
49	89
49	91
49	94
49	95
50	55
50	64
50	73
50	74
50	77
50	78
50	84
50	99
50	100
51	55
51	58
51	64
51	78
51	79
51	91
51	93
51	100
52	55
52	59
52	63
52	67
52	72
52	78
52	81
52	93
52	97
52	98
52	100
53	54
53	66
53	69
53	79
53	83
53	88
53	94
53	95
53	97
54	69
54	70
54	74
54	79
54	83
54	90
54	91
54	94
54	95
54	97
55	64
55	75
55	78
55	92
55	98
55	99
55	100
56	58
56	60
56	62
56	63
56	66
56	67
56	77
56	82
56	85
56	86
56	89
56	95
56	100
57	61
57	63
57	65
57	68
57	71
57	75
57	76
57	80
57	86
57	89
57	96
57	100
58	69
58	71
58	72
58	73
58	83
58	84
58	88
58	92
58	93
58	94
58	95
58	96
58	97
58	98
59	61
59	63
59	65
59	68
59	71
59	75
59	76
59	80
59	86
59	90
59	100
60	66
60	67
60	70
60	77
60	78
60	82
60	84
60	85
60	89
60	94
60	96
60	98
61	65
61	68
61	71
61	75
61	76
61	80
61	86
61	91
61	98
61	100
62	66
62	67
62	70
62	77
62	82
62	85
62	87
62	89
62	90
62	94
62	95
62	100
63	65
63	68
63	71
63	75
63	76
63	80
63	84
63	86
63	95
63	100
64	77
64	78
64	79
64	95
64	98
64	100
65	68
65	69
65	71
65	75
65	76
65	80
65	85
65	86
65	89
65	91
65	100
66	67
66	70
66	77
66	82
66	85
66	89
66	91
66	93
66	99
67	70
67	74
67	77
67	82
67	85
67	93
67	94
68	71
68	75
68	76
68	80
68	86
68	87
68	88
68	89
68	96
68	99
68	100
69	70
69	80
69	81
69	84
69	87
69	90
69	92
69	93
69	95
69	97
69	99
70	77
70	82
70	85
70	87
70	89
70	94
70	96
70	98
70	99
71	75
71	76
71	80
71	81
71	84
71	86
71	90
71	100
72	73
72	84
72	87
72	88
72	89
72	90
72	91
72	92
72	93
72	94
72	97
72	98
73	81
73	83
73	84
73	87
73	88
73	89
73	90
73	92
73	93
73	96
73	98
74	80
74	81
74	84
74	87
74	88
74	90
74	91
74	93
74	95
74	96
74	97
74	98
74	99
75	76
75	80
75	81
75	86
75	87
75	89
75	96
75	98
75	100
76	79
76	80
76	86
76	96
76	97
76	98
76	99
76	100
77	82
77	85
77	89
77	94
77	95
77	97
78	84
78	89
78	90
78	95
78	98
78	100
79	83
79	91
79	92
79	94
79	95
79	100
80	83
80	86
80	88
80	94
80	96
80	100
81	82
81	84
81	87
81	88
81	90
81	91
81	93
81	94
81	97
81	98
82	84
82	85
82	89
82	90
82	94
82	95
83	86
83	91
83	92
83	94
83	95
84	85
84	88
84	90
84	91
84	92
84	93
84	96
84	97
84	98
84	99
85	89
85	92
85	94
85	98
85	100
86	87
86	91
86	95
86	97
86	100
87	88
87	89
87	92
87	93
87	95
87	96
87	97
87	99
87	100
88	89
88	90
88	91
88	92
88	93
88	94
88	96
88	97
88	99
89	92
89	93
89	94
89	96
89	97
89	98
89	99
90	91
90	92
90	94
90	96
90	97
90	98
90	99
90	100
91	94
91	95
91	96
91	97
91	98
91	99
92	93
92	95
92	96
92	97
92	98
92	99
92	100
93	94
93	96
93	97
93	98
93	99
93	100
94	96
94	97
94	98
95	96
95	97
95	98
95	99
95	100
96	97
96	98
96	99
97	98
97	99
97	100
98	99
